Daniel Gutierez
[
[19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,19,19,19,19,19,19,14,19,19,19,18,18,18,18,18,18,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,15,19,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,27,18,18,18,18,18,18,18,15,18,18,18,18,27,27,19,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,27,19,19,19,19,19,19,19,27,18,18,18,18,18,19,19,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,27,19,19,19,19,19,19,19,27,19,18,18,18,18,19,14, 0,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,27,19,19, 0,14, 0,19,19,27,19,19,18,18,18,19,19,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,27,19,19, 0, 0,19,19,19,27,19,19,18,18,18,19,19,27,27,27,19,19,19,27,19,19,19,27, 0, 0,],
[19,19,19,19, 0,19,19,19,19,19,19,19, 0,19,19,18,18,18,19,19,19,19,19,19,27,27,27,19,27,27,27, 0, 0,],
[ 0, 0, 0,14, 0,19,19,19,19,19,19,19,19,19,19,18,18,18,19,19,19,19,19,19,19,27,27,27,27,27, 0, 0, 0,],
[ 0, 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,27,27,27,18,19,19,19,19,19,19,19,27,27,27, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,19, 0,18,18,18,19,19,19,19,19,19,19,27,27,19, 0, 0, 0, 0, 0,],
[ 0, 0, 0,19,19,19,19,19,19,19,19,19,19, 0,14,18,18,18,19,19,19,19,19,19,19,27,19,19, 0, 0, 0, 0, 0,],
[ 0,14, 0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,19,19,19,19,19,19,27,27,22,19, 0, 0, 0, 0, 0,],
[ 0, 0, 0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,19,19,19,19,19,27,27,27,19,19, 0, 0, 0, 0, 0,],
[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,19,19,27,27,27,27,27,27,19,19, 0, 0, 0, 0, 0,],
[19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,16,27,27,27,19,19,19,19,19,19,27,19,19,19, 0, 0, 0,],
[19,19,19,19,19,19,27,22,19,19,19,19,19,19,19,27,27,18,19,19,16,19,19,27,27,27,27,27,19,19, 0, 0, 0,],
[ 0, 0, 0, 0,19,19,27,19,19,19,19,19,19,19,27,27,18,18,19,19,27,27,27,19,19,19,19,27,19,19, 0, 0, 0,],
[ 0, 0, 0, 0,19,19,19,27,27,27,27,27,27,27,27,19,18,18,19,19,19,19,19,19,19,19,22,27,27, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19, 0,27,27, 0, 0, 0, 0,],
[ 0, 0, 0,27,19, 0, 0,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,27,27,19, 0, 0, 0, 0,],
[16,19,27,19,19,16, 0,19,19,19,19,18,18,18,19,19,18,18,19,19,19,19,19,19,19,27,27,27,19, 0, 0, 0, 0,],
[27,27,18,27,27,27,27,18,18,18,18,27,27,27,18,18,18,18,19,19,19,19,19,19,19,19,27,27,19, 0, 0, 0, 0,],
[19,19,19,19,19,19,18,18,18,18,18,18,18,27,27,27,27,18,19,19,19,19,19,19,19,19,27, 0,19, 0, 0, 0, 0,],
[19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,27,27,27,19,19,19,19,19,19,19,19,27,19,19, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,27,19,19, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,27,19,19, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,18,18,27,27,19,16,19,19,27,27,27,19, 0,14, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,18,27,27,27,27,27,27,27,27,19,19,19, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,18,27,27,19,19,27,27,27,19,19,19,19, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,19,27,27,19,19,27,27,19,19,19,19,19, 0, 0, 0, 0, 0, 0,],
[14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,27,27,27,22,27,27,19,19,19,19,19, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,27,19,27,27,27,27,19,19,22,19,19,19, 0,14, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,27,27,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,27,27,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,19,19,19,19,27,27,19,19,19,19,14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0,19,19,27,27,19,27,27,27,27,27,27,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,19,19,19,19,27,27,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,19,19,27,27,19,22,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,19,19,27,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,27,27, 0, 0, 0,16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 4, 0, 0, 0, 0, 0, 0, 0, 0,15, 0, 0, 0, 0, 0,27,27, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
]
