Eric Kim
[
[ 0,19,19,19,19,27,19,19,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,18,18,18,18,18,18,18,18, 1, 1,18,18,18,18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0,19, 0,27,19,19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,18,19,19,19,18,18,18,18, 1, 1,18,18,18,18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,19,19,19,19,19, 1, 1, 1, 1, 1,18,18,18,18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0,27,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,19,21,27,19,19, 1, 1, 1, 1, 1,18,18,18, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,19,19,27,19,19, 1, 1, 1, 1, 1,18,18, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1,18,18,27,18,18,18, 1, 1, 1, 1,18,18,18,18,18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1,18,18,27,18,18,18, 1, 1, 1, 1,18,18,18,18,18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,18,18, 1,18,18,18, 1, 1, 1, 1,18,18,18,18,18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0,18,18,18,18,18,18, 1, 1, 1, 1, 2,18,18,18,18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[ 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1,18,18,18,18,18, 1, 1, 1, 1, 1, 2, 2,18,18,18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5,],
[ 1, 1, 1, 1, 1, 3, 3, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,],
]
